,City,English Name,Genus,Location,Latitude,Longitude,Quality Score,Author Remarks,Recording Type,MP3 Download URL
254,425873,Ash-throated Flycatcher,Myiarchus,"Geneva, Jefferson County, Oregon",44.4707,-121.3932,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425873/download
255,425872,Ash-throated Flycatcher,Myiarchus,"Geneva, Jefferson County, Oregon",44.4707,-121.3932,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425872/download
256,425871,Ash-throated Flycatcher,Myiarchus,"Geneva, Jefferson County, Oregon",44.4707,-121.3932,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425871/download
257,425870,Ash-throated Flycatcher,Myiarchus,"Geneva, Jefferson County, Oregon",44.4707,-121.3932,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425870/download
258,483021,Ash-throated Flycatcher,Myiarchus,"Page Springs, Harney County, Oregon",42.8063,-118.8644,A,2 types of vocalization. Bird  in small stand of Juniper trees in what was otherwise open sage habitat,call,//www.xeno-canto.org/483021/download
259,483020,Ash-throated Flycatcher,Myiarchus,"Page Springs, Harney County, Oregon",42.8063,-118.8644,A,One of 2 birds vocalizing in small stand of Juniper trees in what was otherwise open sage habitat,call,//www.xeno-canto.org/483020/download
260,425505,Ash-throated Flycatcher,Myiarchus,"Geneva, Jefferson County, Oregon",44.4707,-121.3932,A,Recording amplified. High pass filter. Noise reduced.,"call, song",//www.xeno-canto.org/425505/download
261,331437,Great Crested Flycatcher,Myiarchus,"Eddyville, Lincoln County, Oregon",44.6707,-123.8359,D,"http://ebird.org/ebird/pnw/view/checklist/S25622800

iPhone recording",call,//www.xeno-canto.org/331437/download
262,531265,Cassin's Vireo,Vireo,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, song",//www.xeno-canto.org/531265/download
263,16530,Cassin's Vireo,Vireo,"Calliope Crossing, near Sisters, Deschutes County, Oregon",44.353621,-121.549301,B,Score for single note,song,//www.xeno-canto.org/16530/download
264,16529,Cassin's Vireo,Vireo,"Henry Hagg Lake, Washington County, Oregon",45.490825,-123.219566,C,Score for single note,song,//www.xeno-canto.org/16529/download
265,330662,Hutton's Vireo,Vireo,"Seaside, Clatsop County, Oregon",45.97,-123.4954,C,,song,//www.xeno-canto.org/330662/download
266,482565,Warbling Vireo,Vireo,"Twin Springs Forest Camp, Lake County, Oregon",42.1571,-120.2118,A,Bird perched on a deciduous tree in mixed deciduous/evergreen forest in campground,call,//www.xeno-canto.org/482565/download
267,545914,Steller's Jay,Cyanocitta,"Wildwood Newberry Trailhead, Forest Park, Portland, Multnomah County, Oregon",45.6055,-122.8233,no score,,"adult, call",//www.xeno-canto.org/545914/download
268,545913,Steller's Jay,Cyanocitta,"Wildwood Newberry Trailhead, Forest Park, Portland, Multnomah County, Oregon",45.6055,-122.8233,no score,Mimicking red-tailed hawk.,"adult, call, mimicry/imitation",//www.xeno-canto.org/545913/download
269,540298,Steller's Jay,Cyanocitta,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Female purple finch singing in the background.,"adult, call, sex uncertain",//www.xeno-canto.org/540298/download
270,540296,Steller's Jay,Cyanocitta,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Female purple finch singing in the background.,"Rattle, adult, call, sex uncertain",//www.xeno-canto.org/540296/download
271,540290,Steller's Jay,Cyanocitta,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call, sex uncertain",//www.xeno-canto.org/540290/download
272,441356,Steller's Jay,Cyanocitta,"Reehers Camp, Timber, Washington County, Oregon",45.7071,-123.3333,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/441356/download
273,498904,Steller's Jay,Cyanocitta,"Willamette Valley (near  Portland), Multnomah County, Oregon",45.5202,-122.7078,B,Group of Steller's Jays. Recorded using RecForge II on a Huawei P10.,call,//www.xeno-canto.org/498904/download
274,414139,Steller's Jay,Cyanocitta,"Corvallis, Benton County, Oregon",44.6034,-123.3323,B,"Sex and age unknown. Single bird observed repeatedly giving this call from multiple locations in mid-upper canopy and shrub understory. At two occasions, this vocalization given for 5-10 seconds (not recorded). Bird associating closely with 2 other individuals of same species. A few minutes prior this individual and another were giving vigorous alarm calls (cause unknown). Bird changed to recorded vocalization while other continued giving alarm calls for a few more minutes, then went quiet. 

Recorded on iPhone 6. 12Hz high pass filter at 7000kHz, 24Hz low pass filter at 1000kHz.",call,//www.xeno-canto.org/414139/download
275,12141,Steller's Jay,Cyanocitta,"Mary's Peak, Coast Range, Oregon",,,B,shek shek shek.....calls,call,//www.xeno-canto.org/12141/download
276,330649,Steller's Jay,Cyanocitta,"Neskowin, Tillamook County, Oregon",45.0609,-123.9062,C,"Recorded with iPhone. One STJA in flock. Agitated and repeated  ""who whip it"" call",call,//www.xeno-canto.org/330649/download
277,328129,Steller's Jay,Cyanocitta,"Wheeler County, Oregon",44.3914,-119.8566,C,,call,//www.xeno-canto.org/328129/download
278,545790,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545790/download
279,545788,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545788/download
280,545786,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545786/download
281,545783,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545783/download
282,545782,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545782/download
283,545780,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545780/download
284,545779,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545779/download
285,545778,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545778/download
286,545777,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, call",//www.xeno-canto.org/545777/download
287,531262,California Scrub Jay,Aphelocoma,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,call,//www.xeno-canto.org/531262/download
288,464675,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recorder placed next to feeder with peanuts. Recording amplified. High pass filter. Noise reduced.,"Wing noise, call",//www.xeno-canto.org/464675/download
289,464646,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recorder placed next to feeder with peanuts. Recording amplified. High pass filter. Noise reduced.,"Wing noise, call",//www.xeno-canto.org/464646/download
290,464645,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recorder placed next to feeder with peanuts. Recording amplified. High pass filter.,"Wing noise, call",//www.xeno-canto.org/464645/download
291,464643,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recorder placed next to feeder with peanuts. Recording amplified. High pass filter. Noise reduced.,"Wing noise, call",//www.xeno-canto.org/464643/download
292,464642,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464642/download
293,454467,California Scrub Jay,Aphelocoma,"Portland, Multnomah County, Oregon",45.5175,-122.6165,no score,"Same bird as in XC454465. Source: Lisa Rae McMaster, Portland Oregon, with permission. Recording obtained from video (https://youtu.be/qsEvuvurL6g), with online audio converter (https://online-audio-converter.com/). Audio normalized to maximum amplitude -3.0 dB with Audacity.  Observer notes: ""‘My’ scrubby has been coming around for the last 7 or so years (only one to feed from my hand) and I swear this is the first time he/she has ‘sung’ to me. It’s been happening for the last few weeks...."" ""It’s so weird because I have been feeding this bird almost daily for years and have never noticed these sounds..."" "" I actually just found an old video on my phone dated 2010...so I’ve had a relationship with this bird for 9 years...""",song,//www.xeno-canto.org/454467/download
294,454465,California Scrub Jay,Aphelocoma,"Portland, Multnomah County, Oregon",45.5175,-122.6165,no score,"Same bird as in XC454467. Source: Lisa Rae McMaster, Portland Oregon, with permission. Recording obtained from video (https://youtu.be/Fm5WwH07NfM), with online audio converter (https://online-audio-converter.com/). Audio normalized to maximum amplitude -3.0 dB with Audacity.  Observer notes: ""‘My’ scrubby has been coming around for the last 7 or so years (only one to feed from my hand) and I swear this is the first time he/she has ‘sung’ to me. It’s been happening for the last few weeks...."" ""It’s so weird because I have been feeding this bird almost daily for years and have never noticed these sounds..."" "" I actually just found an old video on my phone dated 2010...so I’ve had a relationship with this bird for 9 years...""",song,//www.xeno-canto.org/454465/download
295,436815,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/436815/download
296,436814,California Scrub Jay,Aphelocoma,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/436814/download
297,92088,California Scrub Jay,Aphelocoma,"Sauvie Island, Multnomah Co., Oregon",45.682,-122.8089,A,natural vocalization; calls from a bird high up in a tall tree.,call,//www.xeno-canto.org/92088/download
298,326407,California Scrub Jay,Aphelocoma,"Lakeview, Lake County, Oregon",42.5464,-120.2115,B,"Five calls from a bird at an apparent nest site in a juniper on the slope of Abert Rim, east of Lake Abert. Lake County, Oregon.",call,//www.xeno-canto.org/326407/download
299,543339,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/543339/download
300,543338,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/543338/download
301,543337,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/543337/download
302,543336,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/543336/download
303,543335,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/543335/download
304,524251,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"Bathing, adult, call",//www.xeno-canto.org/524251/download
305,524250,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"adult, call",//www.xeno-canto.org/524250/download
306,524249,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"adult, call",//www.xeno-canto.org/524249/download
307,524248,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"Bathing, adult, call",//www.xeno-canto.org/524248/download
308,524247,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"Bathing, adult, call",//www.xeno-canto.org/524247/download
309,524205,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"adult, call",//www.xeno-canto.org/524205/download
310,524204,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"Bathing, adult, call",//www.xeno-canto.org/524204/download
311,524203,American Crow,Corvus,"Darma Zen Rain Center, Portland, Multnomah County, Oregon",45.5435,-122.5763,no score,Flock of birds bathing in puddles and hanging out in the general area.,"adult, call",//www.xeno-canto.org/524203/download
312,475166,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/475166/download
313,475165,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/475165/download
314,475164,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/475164/download
315,475163,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/475163/download
316,462767,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/462767/download
317,462766,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/462766/download
318,462765,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/462765/download
319,425504,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,B,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425504/download
320,425503,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,B,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425503/download
321,425502,American Crow,Corvus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,B,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/425502/download
322,531270,Northern Raven,Corvus,"NW Oak Island Rd, Sauvie Island, Multnomah County, Oregon",45.6989,-122.8352,B,,call,//www.xeno-canto.org/531270/download
323,121414,Northern Raven,Corvus,"Oregon Hill Road, Yuba County, California",39.3968,-121.1651,B,"Natural vocalizations of unseen birds in coniferous forest, presumably a pair.",Pair vocalizations,//www.xeno-canto.org/121414/download
324,299737,Bohemian Waxwing,Bombycilla,"Enterprise, Wallowa County, Oregon",45.4263,-117.2788,C,dozens in junipers,call,//www.xeno-canto.org/299737/download
325,253514,Cedar Waxwing,Bombycilla,"Oceanside, Tillamook, Tillamook County, Oregon",45.4652,-123.9709,B,"Call of a bird foraging in mid strata in coastal forest. Warm and calm day. Low frequencies filtered to reduce the roar of the nearby sea. Recording equipment: Telinga pro 7 Dat mic, Sound devices 702.",call,//www.xeno-canto.org/253514/download
326,181947,Phainopepla,Phainopepla,"Klamath County, Oregon",42.0131,-122.123,C,"adult male Phainopepla, first known occurance in Klamath County, Oregon. First heard while conducting point count survey. I did not see the bird. Returned approx. one-half hour later and saw the bird atop a large yellow-flowering elderberry bush/small tree. It was preening and seemingly easily approachable. I took photos at first. Returned with fLIP camera and made one recording. I observed at close range its black plumage, crest, and red irises. An Anna's Hummingbird vocalized nearby. The habitat was an open large Oregon White Oak and grass area with pioneering Western Juniper which still left the area open. I did not note the smaller brush. It preferred the elderberry, but rested atop most prominent tops of small to medium sized bushes, shrubs, and trees.  It vocalized quite often, and seemed to have the same amount of time vocalizing as periods of silence. It did not sing, but its vocals were only the single note whistles as heard on this recording. I was in the vicinity a total of about 45 minutes including the point count time and relocating effort time.",call,//www.xeno-canto.org/181947/download
327,143569,Juniper Titmouse,Baeolophus,"Fremont National Forest (near  Bly), Klamath, Oregon",42.3581,-120.9919,no score,"Single bird foraging nearby in Western Juniper, in juniper/low sage/rabbitbrush/grass habitat; a second bird could be heard giving similar repeating calls, but too far distant to be recorded.",call,//www.xeno-canto.org/143569/download
328,544969,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/544969/download
329,544967,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,call,//www.xeno-canto.org/544967/download
330,544964,Black-capped Chickadee,Poecile,"Kelley Point Park, North Portland, Multnomah County, Oregon",45.6496,-122.7636,no score,,call,//www.xeno-canto.org/544964/download
331,544963,Black-capped Chickadee,Poecile,"Kelley Point Park, North Portland, Multnomah County, Oregon",45.6496,-122.7636,no score,,song,//www.xeno-canto.org/544963/download
332,544962,Black-capped Chickadee,Poecile,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/544962/download
333,544961,Black-capped Chickadee,Poecile,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/544961/download
334,544959,Black-capped Chickadee,Poecile,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/544959/download
335,527507,Black-capped Chickadee,Poecile,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter used.,call,//www.xeno-canto.org/527507/download
336,464519,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464519/download
337,464518,Black-capped Chickadee,Poecile,"Forest Park, Springville Rd Trail Head Area, Multnomah County, Oregon",45.5753,-122.7832,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464518/download
338,464517,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464517/download
339,464516,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464516/download
340,464512,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464512/download
341,464511,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464511/download
342,464510,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464510/download
343,436799,Black-capped Chickadee,Poecile,"Wildwood Recreation Area, Clackamas County, Oregon",45.3501,-121.9927,no score,Recording amplified. High pass filter. Noise reduction.,call,//www.xeno-canto.org/436799/download
344,436797,Black-capped Chickadee,Poecile,"Wildwood Recreation Area, Clackamas County, Oregon",45.3501,-121.9927,no score,Recording amplified. High pass filter. Noise reduction.,call,//www.xeno-canto.org/436797/download
345,436796,Black-capped Chickadee,Poecile,"Wildwood Recreation Area, Clackamas County, Oregon",45.3501,-121.9927,no score,Recording amplified. High pass filter. Noise reduction.,call,//www.xeno-canto.org/436796/download
346,436795,Black-capped Chickadee,Poecile,"Wildwood Recreation Area, Clackamas County, Oregon",45.3501,-121.9927,no score,Recording amplified. High pass filter. Noise reduction.,call,//www.xeno-canto.org/436795/download
347,420409,Black-capped Chickadee,Poecile,"Sand Ricer Delta Park, Troutdale, Multnomah County, Oregon",45.5484,-122.3739,no score,Recording amplified. High pass filter 12db.,song,//www.xeno-canto.org/420409/download
348,420407,Black-capped Chickadee,Poecile,"Sand Ricer Delta Park, Troutdale, Multnomah County, Oregon",45.5484,-122.3739,no score,Recording amplified. High pass filter 12db.,song,//www.xeno-canto.org/420407/download
349,413991,Black-capped Chickadee,Poecile,"Oaks Bottom NWR, Portland, Multnomah County, Oregon",45.4786,-122.6545,no score,Recording amplified. High pass filter 12db.,call,//www.xeno-canto.org/413991/download
350,413989,Black-capped Chickadee,Poecile,"Oaks Bottom NWR, Portland, Multnomah County, Oregon",45.4786,-122.6545,no score,Recording amplified. High pass filter 12db.,call,//www.xeno-canto.org/413989/download
351,464515,Black-capped Chickadee,Poecile,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,C,Recording amplified. High pass filter.,call,//www.xeno-canto.org/464515/download
352,482329,Mountain Chickadee,Poecile,"Keeney Meadows, Grant County, Oregon",44.6107,-118.9967,A,Bird in a large Ponderosa Pine,"female, song",//www.xeno-canto.org/482329/download
353,531268,Chestnut-backed Chickadee,Poecile,"Fort Stevens SP (Coffenbury Lake), Clatsop County, Oregon",46.1718,-123.9599,no score,,call,//www.xeno-canto.org/531268/download
354,531267,Chestnut-backed Chickadee,Poecile,"Fort Stevens SP (Coffenbury Lake), Clatsop County, Oregon",46.1718,-123.9599,no score,,call,//www.xeno-canto.org/531267/download
355,143245,Chestnut-backed Chickadee,Poecile,"Mary's Peak, Benton Co., Oregon",44.504,-123.5522,A,natural vocalization; calls from several fledglings and associated adults moving low through dense growth in a powerline cut through tall coniferous forest.,call,//www.xeno-canto.org/143245/download
356,143244,Chestnut-backed Chickadee,Poecile,"Mary's Peak, Benton Co., Oregon",44.504,-123.5522,A,"calls from a pair of birds reacting to a whistled pygmy-owl imitation, during which they flew in low and close along a road through tall, dense and humid coniferous forest.",call,//www.xeno-canto.org/143244/download
357,393782,Eurasian Skylark,Alauda,"Newport, Lincoln County, Oregon",44.6114,-124.0695,C,"Recording not modified; it was taken with a canon powershot sx20. After being photographed on the ground the day before, this skylark was flushed twice this morning in the same area (8am) and again several times at about 1pm. This recording was taken on the second time that it was flushed during that 1pm episode. It circled around for about two minutes (that's a rough guess), and the distance from me to the bird varied significantly during this recording (it came closer, got further, came closer, etc.). Habitat was sand dunes with extensive non-native beach grass.",flight call,//www.xeno-canto.org/393782/download
358,540310,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540310/download
359,540309,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540309/download
360,540308,Tree Swallow,Tachycineta,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, male, song",//www.xeno-canto.org/540308/download
361,327947,Tree Swallow,Tachycineta,"Diamond, Harney County, Oregon",42.7378,-118.6509,no score,,"begging call, call, juvenile",//www.xeno-canto.org/327947/download
362,544956,Barn Swallow,Hirundo,"Smith Bybee Wetlands, North Portland, Multnomah County, Oregon",45.6123,-122.7352,no score,,call,//www.xeno-canto.org/544956/download
363,338200,American Cliff Swallow,Petrochelidon,"Malheur NWR, Harney County, Oregon",42.9737,-118.8733,A,Small breeding colony on cliff near road.,call,//www.xeno-canto.org/338200/download
364,420714,American Cliff Swallow,Petrochelidon,"Hay Rd, Oregon, Ogle County, Illinois",41.9313,-89.3501,B,Calls from a group of about 30 birds flying around a nest site.,call,//www.xeno-canto.org/420714/download
365,545386,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,call,//www.xeno-canto.org/545386/download
366,545381,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,call,//www.xeno-canto.org/545381/download
367,530314,American Bushtit,Psaltriparus,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/530314/download
368,530313,American Bushtit,Psaltriparus,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/530313/download
369,530312,American Bushtit,Psaltriparus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,,"adult, song",//www.xeno-canto.org/530312/download
370,530311,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,,"adult, call",//www.xeno-canto.org/530311/download
371,530310,American Bushtit,Psaltriparus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Pair near and at nest.,"adult, call",//www.xeno-canto.org/530310/download
372,530309,American Bushtit,Psaltriparus,"Tualatin River NWR, Washington County, Oregon",45.3846,-122.8427,no score,Pair near and at nest.,"adult, call",//www.xeno-canto.org/530309/download
373,530308,American Bushtit,Psaltriparus,"Madrona City Park, Portland, Multnomah County, Oregon",45.5582,-122.6928,no score,,"adult, call",//www.xeno-canto.org/530308/download
374,530307,American Bushtit,Psaltriparus,"Whitaker Ponds Nature Park, Portland, Multnomah County, Oregon",45.5734,-122.6114,no score,,"adult, call",//www.xeno-canto.org/530307/download
375,530188,American Bushtit,Psaltriparus,"Madrona City Park, Portland, Multnomah County, Oregon",45.5582,-122.6928,no score,,"adult, call, song",//www.xeno-canto.org/530188/download
376,530184,American Bushtit,Psaltriparus,"Madrona City Park, Portland, Multnomah County, Oregon",45.5582,-122.6928,no score,,"adult, call",//www.xeno-canto.org/530184/download
377,477237,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477237/download
378,477236,American Bushtit,Psaltriparus,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,-122.6912,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477236/download
379,477235,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477235/download
380,477234,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477234/download
381,477233,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477233/download
382,477232,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477232/download
383,477230,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477230/download
384,477229,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477229/download
385,477228,American Bushtit,Psaltriparus,"Willamette Bluff, North Portland, Multnomah County, Oregon",45.5649,-122.6984,no score,Recording amplified. High pass filter. Noise reduced.,call,//www.xeno-canto.org/477228/download
